,age,age_onset,birthplace,filename,native_language,sex,speakerid,country,file_missing?,path,,
1178,34,8,"brasov, romania",hungarian3,hungarian,male,211,romania,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/hungarian3.mp3,,
1179,26,5,"szeged, hungary",hungarian4,hungarian,male,594,hungary,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/hungarian4.mp3,,
1180,29,27,"budapest, hungary",hungarian5,hungarian,female,846,hungary,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/hungarian5.mp3,,
1181,38,14,"budapest, hungary",hungarian6,hungarian,female,880,hungary,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/hungarian6.mp3,,
1182,57,17,"budapest, hungary",hungarian7,hungarian,female,1139,hungary,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/hungarian7.mp3,,
1183,86,86,"pinkoc, hungary",hungarian8,hungarian,female,1298,hungary,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/hungarian8.mp3,,
1184,73,15,"budapest, hungary",hungarian9,hungarian,male,2018,hungary,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/hungarian9.mp3,,
1185,52,3,"uyo, akwa ibom, nigeria",ibibio1,ibibio,male,1184,nigeria,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/ibibio1.mp3,,
1186,45,4,"abak, akwa ibom, nigeria",ibibio2,ibibio,female,1185,nigeria,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/ibibio2.mp3,,
1187,36,6,"lagos, nigeria",ibibio3,ibibio,male,1691,nigeria,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/ibibio3.mp3,,
1188,21,11,"reykjavik, iceland",icelandic1,icelandic,male,422,iceland,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/icelandic1.mp3,,
1189,43,12,"akranes, iceland",icelandic2,icelandic,female,665,iceland,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/icelandic2.mp3,,
1190,36,20,"reykjavik, iceland",icelandic3,icelandic,female,814,iceland,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/icelandic3.mp3,,
1191,30,12,"lome, togo",ife1,ife,male,1821,togo,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/ife1.mp3,,
1192,23,12,"imo state, imo state, nigeria",igbo1,igbo,female,212,nigeria,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/igbo1.mp3,,
1193,65,14,"kafanchan, nigeria",igbo2,igbo,male,760,nigeria,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/igbo2.mp3,,
1194,35,5,"lagos, nigeria",igbo3,igbo,male,1040,nigeria,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/igbo3.mp3,,
1195,53,7,"bago city, philippines",ilonggo1,ilonggo,female,1902,philippines,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/ilonggo1.mp3,,
1196,31,13,"jakarta, indonesia",indonesian1,indonesian,male,213,indonesia,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/indonesian1.mp3,,
1197,18,13,"jakarta, indonesia",indonesian2,indonesian,male,214,indonesia,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/indonesian2.mp3,,
1198,32,13,"jakarta, indonesia",indonesian3,indonesian,female,215,indonesia,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/indonesian3.mp3,,
1199,30,10,"jakarta, indonesia",indonesian4,indonesian,female,216,indonesia,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/indonesian4.mp3,,
1200,29,7,"jakarta, indonesia",indonesian5,indonesian,male,1054,indonesia,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/indonesian5.mp3,,
1201,20,8,"jakarta, indonesia",indonesian6,indonesian,male,1309,indonesia,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/indonesian6.mp3,,
1202,45,12,"kediri, java, indonesia",indonesian7,indonesian,female,1496,indonesia,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/indonesian7.mp3,,
1203,32,14,"jakarta, indonesia",indonesian8,indonesian,male,1775,indonesia,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/indonesian8.mp3,,
1204,28,3,"dublin, ireland",irish1,irish,male,1762,ireland,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/irish1.mp3,,
1205,29,22,"carbonia, italy",italian1,italian,female,217,italy,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/italian1.mp3,,
1206,48,12,"palermo, italy",italian10,italian,male,627,italy,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/italian10.mp3,,
1207,30,18,"cagliari, italy",italian11,italian,male,641,italy,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/italian11.mp3,,
1208,38,14,"bellinzona, switzerland",italian12,italian,female,681,switzerland,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/italian12.mp3,,
1209,20,8,"enna, italy",italian13,italian,male,733,italy,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/italian13.mp3,,
1210,20,8,"cosenza, italy",italian14,italian,male,761,italy,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/italian14.mp3,,
1211,48,15,"forli, italy",italian15,italian,male,839,italy,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/italian15.mp3,,
1212,40,14,"mantua, italy",italian16,italian,male,942,italy,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/italian16.mp3,,
1213,28,14,"turin, italy",italian17,italian,male,995,italy,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/italian17.mp3,,
1214,20,8,"grugliasco, italy",italian18,italian,male,1043,italy,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/italian18.mp3,,
1215,19,11,"rome, italy",italian19,italian,male,1114,italy,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/italian19.mp3,,
1216,46,18,"caltanissetta, sicily, italy",italian2,italian,male,218,italy,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/italian2.mp3,,
1217,32,15,"naples, italy",italian20,italian,male,1123,italy,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/italian20.mp3,,
1218,42,20,"trento, italy",italian21,italian,male,1124,italy,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/italian21.mp3,,
1219,23,6,"teramo, italy",italian22,italian,male,1175,italy,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/italian22.mp3,,
1220,34,14,"cuneo, italy",italian23,italian,female,1177,italy,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/italian23.mp3,,
1221,23,6,"milan, italy",italian24,italian,female,1406,italy,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/italian24.mp3,,
1222,40,3.5,"wiesbaden, germany",italian25,italian,male,1322,germany,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/italian25.mp3,,
1223,49,11,"siracusa, sicily, italy",italian26,italian,male,1489,italy,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/italian26.mp3,,
1224,33,10,"milan, italy",italian27,italian,female,1543,italy,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/italian27.mp3,,
1225,25,6,"rome, italy",italian28,italian,male,1679,italy,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/italian28.mp3,,
1226,21,8,"trieste, italy",italian29,italian,female,1686,italy,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/italian29.mp3,,
1227,55,21,"florence, italy",italian3,italian,male,219,italy,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/italian3.mp3,,
1228,23,11,"bologna, italy",italian30,italian,male,1741,italy,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/italian30.mp3,,
1229,59,23,"naples, italy",italian31,italian,female,1976,italy,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/italian31.mp3,,
1230,49,14,"sardinia, italy",italian32,italian,male,1984,italy,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/italian32.mp3,,
1231,78,50,"bitonto, italy",italian33,italian,female,2020,italy,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/italian33.mp3,,
1232,47,11,"cremona, italy",italian4,italian,female,220,italy,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/italian4.mp3,,
1233,52,25,"vicenza, veneto, italy",italian5,italian,male,440,italy,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/italian5.mp3,,
1234,32,15,"naples, italy",italian6,italian,female,473,italy,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/italian6.mp3,,
1235,24,8,"naples, italy",italian7,italian,male,553,italy,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/italian7.mp3,,
1236,43,10,"bari, italy",italian8,italian,male,589,italy,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/italian8.mp3,,
1237,18,8,"turin, italy",italian9,italian,male,619,italy,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/italian9.mp3,,
1238,25,12,"tokyo, japan",japanese1,japanese,female,221,japan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/japanese1.mp3,,
1239,26,12,"hakodate, japan",japanese10,japanese,female,827,japan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/japanese10.mp3,,
1240,29,13,"toyama, japan",japanese11,japanese,female,1046,japan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/japanese11.mp3,,
1241,36,12,"tokyo, japan",japanese12,japanese,male,1365,japan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/japanese12.mp3,,
1242,28,11,"gunma, japan",japanese13,japanese,male,1381,japan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/japanese13.mp3,,
1243,37,12,"akashi, japan",japanese14,japanese,female,1382,japan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/japanese14.mp3,,
1244,45,12,"osaka, japan",japanese15,japanese,male,1521,japan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/japanese15.mp3,,
1245,25,3,"clark field, philippines",japanese16,japanese,female,1537,philippines,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/japanese16.mp3,,
1246,44,13,"nara, japan",japanese17,japanese,female,1610,japan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/japanese17.mp3,,
1247,52,13,"kyoto, japan",japanese18,japanese,female,1626,japan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/japanese18.mp3,,
1248,57,13,"naha, japan",japanese19,japanese,female,1684,japan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/japanese19.mp3,,
1249,27,12,"tokyo, japan",japanese2,japanese,female,222,japan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/japanese2.mp3,,
1250,21,14,"yokosuka, japan",japanese20,japanese,male,1833,japan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/japanese20.mp3,,
1251,53,13,"tokyo, japan",japanese21,japanese,female,1847,japan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/japanese21.mp3,,
1252,69,12,"ashiya, japan",japanese22,japanese,female,1881,japan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/japanese22.mp3,,
1253,24,5,"kawasaki, japan",japanese23,japanese,male,1942,japan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/japanese23.mp3,,
1254,40,13,"tokyo, japan",japanese24,japanese,female,1948,japan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/japanese24.mp3,,
1255,52,13,"kyoto, japan",japanese25,japanese,female,1987,japan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/japanese25.mp3,,
1256,44,13,"yokosuka, japan",japanese26,japanese,female,1991,japan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/japanese26.mp3,,
1257,21,13,"tokyo, japan",japanese27,japanese,female,2123,japan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/japanese27.mp3,,
1258,49,12,"kofu, yamanashi prefecture, japan",japanese3,japanese,female,223,japan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/japanese3.mp3,,
1259,20,15,"tokyo, japan",japanese4,japanese,male,224,japan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/japanese4.mp3,,
1260,25,12,"chiba, japan",japanese5,japanese,female,225,japan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/japanese5.mp3,,
1261,30,10,"kawasaki, japan",japanese6,japanese,female,226,japan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/japanese6.mp3,,
1262,18,12,"osaka, japan",japanese7,japanese,male,227,japan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/japanese7.mp3,,
1263,25,12,"tokyo, japan",japanese8,japanese,male,486,japan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/japanese8.mp3,,
1264,24,13,"yokohama, japan",japanese9,japanese,male,543,japan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/japanese9.mp3,,
1265,34,16,"ziguinchor, senegal",jola1,jola,male,784,senegal,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/jola1.mp3,,
1266,26,12,"algiers, algeria",kabyle1,kabyle,female,1190,algeria,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/kabyle1.mp3,,
1267,30,9,"francistown, botswana",kalanga1,kalanga,male,1182,botswana,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/kalanga1.mp3,,
1268,36,9,"hosanna, ethiopia",kambaata1,kambaata,male,978,ethiopia,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/kambaata1.mp3,,
1269,51,7,"durame, ethiopia",kambaata2,kambaata,male,1002,ethiopia,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/kambaata2.mp3,,
1270,54,8,"hosanna, ethiopia",kambaata3,kambaata,male,1033,ethiopia,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/kambaata3.mp3,,
1271,26,5,"bangalore, india",kannada1,kannada,female,228,india,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/kannada1.mp3,,
1272,48,6,"kaduna, nigeria",kanuri1,kanuri,female,1049,nigeria,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/kanuri1.mp3,,
1273,18,9,"semey, kazakhstan",kazakh1,kazakh,male,229,kazakhstan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/kazakh1.mp3,,
1274,22,6,"almaty, kazakhstan",kazakh2,kazakh,male,1234,kazakhstan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/kazakh2.mp3,,
1275,49,30,"almaty, kazakhstan",kazakh3,kazakh,female,1763,kazakhstan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/kazakh3.mp3,,
1276,21,16,"phnom penh, cambodia",khmer1,khmer,female,230,cambodia,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/khmer1.mp3,,
1277,19,16,"phnom penh, cambodia",khmer2,khmer,male,231,cambodia,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/khmer2.mp3,,
1278,46,25,"baling, kampongthum, cambodia",khmer3,khmer,male,232,cambodia,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/khmer3.mp3,,
1279,31,16,"phnom penh, cambodia",khmer4,khmer,male,1087,cambodia,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/khmer4.mp3,,
1280,47,25,"kampong speu, cambodia",khmer5,khmer,male,1609,cambodia,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/khmer5.mp3,,
1281,20,4,"auburn, australia",khmer6,khmer,female,1669,australia,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/khmer6.mp3,,
1282,56,25,"siem reap, cambodia",khmer7,khmer,male,1911,cambodia,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/khmer7.mp3,,
1283,19,16,"new orleans, louisiana, usa",kikongo1,kikongo,male,464,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/kikongo1.mp3,,
1284,56,28,"kimulaza, uige, angola",kikongo2,kikongo,male,1031,angola,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/kikongo2.mp3,,
1285,48,5,"nairobi, kenya",kikuyu1,kikuyu,male,466,kenya,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/kikuyu1.mp3,,
1286,50,7,"kerugoya, kenya",kikuyu2,kikuyu,male,1155,kenya,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/kikuyu2.mp3,,
1287,45,5,"nairobi, kenya",kikuyu3,kikuyu,female,1156,kenya,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/kikuyu3.mp3,,
1288,23,4,"nairobi, kenya",kikuyu4,kikuyu,female,1790,kenya,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/kikuyu4.mp3,,
1289,32,28,"bishkek, kyrgyzstan",kirghiz1,kirghiz,female,233,kyrgyzstan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/kirghiz1.mp3,,
1290,22,6,"dar-es-salaam, tanzania",kiswahili1,kiswahili,male,234,tanzania,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/kiswahili1.mp3,,
1291,28,16,"kigoma, tanzania",kiswahili2,kiswahili,male,235,tanzania,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/kiswahili2.mp3,,
1292,29,6,"nairobi, kenya",kiswahili3,kiswahili,male,236,kenya,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/kiswahili3.mp3,,
1293,36,34,"goma, north kivu, democratic republic of congo",kiswahili4,kiswahili,male,237,democratic republic of congo,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/kiswahili4.mp3,,
1294,56,4,"tanga, tanzania",kiswahili5,kiswahili,female,877,tanzania,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/kiswahili5.mp3,,
1295,32,8,"dar-es-salaam, tanzania",kiswahili6,kiswahili,female,887,tanzania,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/kiswahili6.mp3,,
1296,52,5,"dar-es-salaam, tanzania",kiswahili7,kiswahili,female,934,tanzania,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/kiswahili7.mp3,,
1297,42,3,"nyeri, kenya",kiswahili8,kiswahili,female,1041,kenya,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/kiswahili8.mp3,,
1298,50,13,"tanga, tanzania",kiswahili9,kiswahili,male,1146,tanzania,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/kiswahili9.mp3,,
1299,38,6,"hyderabad, andhra pradesh, india",konkani1,konkani,female,438,india,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/konkani1.mp3,,
1300,29,13,"ui jong bu, south korea",korean1,korean,male,238,south korea,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/korean1.mp3,,
1301,34,13,"kwangju, south korea",korean10,korean,male,483,south korea,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/korean10.mp3,,
1302,26,14,"seoul, south korea",korean11,korean,male,559,south korea,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/korean11.mp3,,
1303,31,31,"sokcho, south korea",korean12,korean,male,608,south korea,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/korean12.mp3,,
1304,50,12,"pusan, south korea",korean13,korean,female,759,south korea,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/korean13.mp3,,
1305,22,8,"kota kinabalu, malaysia",korean14,korean,female,892,malaysia,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/korean14.mp3,,
1306,42,40,"pusan, south korea",korean15,korean,male,1005,south korea,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/korean15.mp3,,
1307,30,13,"nonsan, south korea",korean16,korean,female,1006,south korea,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/korean16.mp3,,
1308,21,8,"cheju-do, south korea",korean17,korean,male,1007,south korea,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/korean17.mp3,,
1309,25,7,"seoul, south korea",korean18,korean,male,1117,south korea,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/korean18.mp3,,
1310,21,14,"seoul, south korea",korean19,korean,female,1118,south korea,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/korean19.mp3,,
1311,23,14,"taegu, south korea",korean2,korean,female,239,south korea,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/korean2.mp3,,
1312,58,13,"inchon, south korea",korean20,korean,female,1126,south korea,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/korean20.mp3,,
1313,21,12,"ulsan, south korea",korean21,korean,male,1142,south korea,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/korean21.mp3,,
1314,19,8,"inchon, south korea",korean22,korean,female,1145,south korea,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/korean22.mp3,,
1315,49,12,"seoul, south korea",korean23,korean,female,1196,south korea,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/korean23.mp3,,
1316,42,13,"seoul, south korea",korean24,korean,male,1370,south korea,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/korean24.mp3,,
1317,34,12,"anseong, kyong gi, south korea",korean25,korean,female,1386,south korea,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/korean25.mp3,,
1318,23,21,"seoul, south korea",korean26,korean,male,1507,south korea,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/korean26.mp3,,
1319,51,14,"haenam, south korea",korean27,korean,male,1624,south korea,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/korean27.mp3,,
1320,62,13,"seoul, south korea",korean28,korean,female,1663,south korea,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/korean28.mp3,,
1321,19,8,"masan, south korea",korean29,korean,female,1687,south korea,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/korean29.mp3,,
1322,19,17,"seoul, south korea",korean3,korean,female,240,south korea,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/korean3.mp3,,
1323,49,14,"seoul, south korea",korean30,korean,female,1690,south korea,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/korean30.mp3,,
1324,18,7,"seoul, south korea",korean31,korean,female,1696,south korea,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/korean31.mp3,,
1325,35,28,"seoul, south korea",korean32,korean,female,1715,south korea,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/korean32.mp3,,
1326,30,13,"seongnam, south korea",korean33,korean,female,1722,south korea,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/korean33.mp3,,
1327,20,11,"seoul, south korea",korean34,korean,female,1814,south korea,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/korean34.mp3,,
1328,48,12,"kwangju, south korea",korean35,korean,male,1815,south korea,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/korean35.mp3,,
1329,51,12,"taegu, south korea",korean36,korean,female,1838,south korea,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/korean36.mp3,,
